headline,year
Try This New Clean Sleep Trend That’s No Screens For Five Minutes And Then Just Taking An Ambien,2017
"This Is The Age the Average Couple Gets Married, According to Your Friend Who Is Making a Horrible Decision",2017
Man Who Told You Not to Fall In Love With Him Currently Falling In Love With You,2017
Brave: This Woman Doesn’t Care Entire Restaurant Can Hear Her Threesome Story,2017
How to Love Your Boyfriend Even If He’s Not Mark Ruffalo,2017
I Want a Guy Who Makes Me Feel Small Enough to Forget in His Pocket and Destroy in The Dryer,2017
How to Respond When Your Mid-Twenties Friend Tells You That They’re Pregnant But You Can’t Tell if That’s Something to Celebrate,2017
I Love My Girlfriend Even Though I Can’t Find Her,2017
"Little Black Dresses That Say, ‘If I Don’t Cum Tonight I Will Literally Die’",2017
STD Symptoms That Are Probably Just Razor Burn Don’t Freak Out,2017
Hot People Announce It’s Time For Them To Be Hot Separately,2017
4 Situations Where You Can Get The Male Attention You Deserve By Queefing The Loudest,2017
Wow! This Woman Actually Called Her Grandma on Her Birthday Instead of Just Instagramming a Photo of Her,2017
Reasons to Stay Alive Even Though You’re Not Getting Fucked,2017
4 Cool Ways To Braid Your Hair In 2019 When It’s Finally Long Enough,2017
Why You Dumb Cunts Need To Start Living For YOU,2017
Wow! This Princess Took an Edible and Woke Up 100 Years Later to a Prince’s Kiss,2017
"We Found The Perfect Six-Week Bikini Bod Workout, But It’s Too Late to Start Because It’s August",2017
Amazing! This Woman Spent A Whole Massage Thinking About How She Should Relax And Enjoy It More,2017
How to Contain Your Feelings Like a Bomb and Then Safely Blow Them Up,2017
I Didn’t Circumcise My Son Because It’s Time We Acknowledge That Penises Are Funny-Looking No Matter What,2017
Tessa Obviously Thinking About Her Boyfriend While You Talk to Her,2017
"It’s Not You, It’s Me, Who Has Blossomed And Can Definitely Bag Someone Hotter Now",2017
23 Articles About Sex That You’ll Want to Click On and Then Remember You’re at Work and Then Click it Anyway,2017
How to Break Up With Your Boyfriend When Your Boyfriend is TV,2017
What To Do Now That You’ve Seen ‘Atomic Blonde’ And Killed Three Men,2017
How I Made A Man Fall In Love With Me By Dominating An All-You-Can-Eat Buffet,2017
4 Drag Race GIFS To Lighten The Mood After Describing A Traumatic Racial Experience To Your White Friend,2017
Jessica Unaware of Her Never-Had-a-UTI Privilege,2017
How To Make A Cute DIY Fork Chandelier That Would Be Terrifying If It Came Crashing Down,2017
Health Experts Report Sitting is the New Smoking and Yes All the Cool Kids Are Doing It,2017
"4 Fabulous Weddings Dresses That Say, ‘HONK HONK! ME ELEGANT SWAN LADY!!!’",2017
Help! My Biological Clock Keeps Telling My Friends to Have Babies I Can Play With,2017
"Did You Know? Your Perfect Lipstick Color Isn’t the Color of Your Nipples, It’s the Color of Your Poop",2017
How to Know if He Just Wants You For Your Acres of Farmland,2017
"College Admission Should Be Based On Merit. Merit Wilkins, My White Grandpa Who Donated The Science Building",2017
Trump Demands White House Be Re-Painted Whiter,2017
We Asked These Women Why They Voted for Trump and They Turned Towards Their Husbands Expectantly,2017
This Boyfriend’s Vocabulary Includes 47 Words to Describe IPAs But None to Describe Your Doctoral Thesis,2017
6 Personality Traits Guys HATE In Women (Unless She’s A Hottie),2017
"Here’s What Happened When I Started Saying, ‘Yes, But I’m Super Swamped With Work’ to Everything",2017
5 Excuses for Leaving a Bad Date That Won’t Work Because He Read This Article Too,2017
QUIZ: Which Hogwarts House Would the Popular Girls Mercilessly Bully You In?,2017
5 Dandruff Shampoos to Pour Into Your Boyfriend’s Normal Shampoo Bottle,2017
New App Responds to Group Messages With ‘hahahaaaa’ Every 45 Texts,2017
Climate Change Experts Advise Against Getting Bangs,2017
Selfish Asshole Actually Kind of Sweet When Getting Road Head On The Reg,2017
Study Suggests Female Employees Who Are Paid Fairly Spend Less Company Time Online Selling Panties,2017
"6 Questions You Were Too Afraid To Ask About Sex, And Rightfully So",2017
How to Dress Like A Kardashian Trying to Distract From All of Rob’s Bullshit,2017
Why I Think More Girls Should Learn How To Code And Eventually Forget How To Code,2017
"10 Sex Moves That Will Make Him Go Wild, if That’s What He’s Into–It’s Really Hard to Generalize",2017
This Post-Beach Hairstyle Hack Is Amazing And It’s Just Taking A Shower,2017
10 Hot Summer Songs That Are All ‘Defying Gravity’ from Wicked,2017
How To Perfectly Harmonize ‘Happy Birthday’ So People Pay Attention To You Instead Of Christine For Like Five Seconds,2017
How To Unleash an Entire Life’s Worth of Pent up Creative Energy When Naming Your Child,2017
QUIZ: Does Your Man Hate Condoms Or Just Love Spreading HPV?,2017
It’s Humbling to Remember I’m Just a Speck of Dust in the Universe of My Student Debt,2017
Friend Who Already Eats Less Carbs Than You Trying to Eat Less Carbs,2017
Sob! This Poem’s Gorgeous Line Breaks Made Us Feel More Than Its Dumb Words,2017
How to Freak Out About Shit Instead of Just Doing It,2017
Is He Ready for Three Fingers in the Butt?,2017
What to Do If Your Boyfriend Can’t Get Hard and Begs You Not to Write A Think Piece About It,2017
The Average Woman Spends 45% of Her Time Forgetting to Do Her Laundry,2017
I Did Whole30 and Now My Only Friends Are These Hard-Boiled Eggs,2017
5 Sex Positions That All Start With Clearing Your Throat And Pointing to Your Vagina,2017
4 of The World’s Most Remote Places Where Your Only In-Network Doctor Resides,2017
Fun Day Trips You Won’t Fully Unpack From Until Three Weeks Later,2017
4 Sexy Dresses That Are Perfect For Exposing Your Whole Butt When You Drop Something,2017
Help! I Didn’t Have a Tampon so I Used a Flintstones Push-Up Instead and It’s Melting!,2017
Woman Getting Pedicure Regrets Not Wearing Panties With Her Dress,2017
"Should You Do An Elimination Diet for Dairy, Caffeine or Those Magic Beans a Witch Sold to You?",2017
How to Wrap Your Pussy in Foil and Put It In The Fridge Since No One’s Eating It,2017
This Woman Totally Destroyed A Catcaller By Stealing His Identity and Meticulously Lowering His Credit Score,2017
How to Take Home That Cutie From The Bar so He Can Reset Your WiFi Password,2017
Missed Out On Comic-Con? You Can Still Stand Between Two Men Arguing About Sigils,2017
"Meet Jennifer Maltby, America’s First Openly Basic Mayor",2017
Heinous Floral Tops That Will Finally Win Your Mom’s Approval,2017
"Inspiring! This Girl Couldn’t Get A Job, So She Became A Career Coach",2017
How To Win An Argument By Texting Him Your Counterpoint Two Weeks Later,2017
Whoa! This Retinal Implant Allows Scientists to Show Their Dicks to Blind Women,2017
Wanna Feel Old? Ask Your Doctor About Peak Fertility,2017
"‘I’m Not On Social Media That Much,’ Says Your Shadiest Friend",2017
Good News Oatmeal Eaters! Here’s Some Other Bland Mush You Might Like,2017
4 College Memories to Rehash Instead of Admitting You’ve All Changed,2017
How I Simplified and Decluttered by Moving Things to My Second House,2017
Inspiring! This Woman Decided to Leave Her Corporate Job Because She Was Fired,2017
This Innovative Dating App Shows You a Picture of a Man then Automatically Texts Him “NO”,2017
4 Heavy Sweaters To Wear This Summer Because No Reason Not Because I Hate My Arms No I’m Cold Actually Haha What?,2017
I Dress and Act Like a Baby So Barack Obama Can Pick Me Up and It Won’t Be Weird. Here’s Why.,2017
Wow! This 17th Century Woman Pretended to Be a Man So She Could Do Improv,2017
White Guy Comparing Minorities to Each Other Like Seth Rogen and the Other One Aren’t Exactly the Same,2017
Woman Suspicious Boyfriend Also Had Feelings for Past Women He Dated,2017
These Fit Girls Spilled Almonds All Over Their Purses Again!,2017
How to Explain to Your White Friends That They’re Not as Tan as You Because Melanin,2017
Teeny Tiny Imperceptible Ways To Cut Your Spending Habits,2017
Tiffany Has A Headboard Now Like Some Fucking Aristocrat,2017
"Beautiful Love Poems By Rumi That – Wait, This Article Isn’t About Rumi Carter?! UNSUBSCRIBE",2017
"QUIZ: Which Quiz Should You Take Next, After This One, You Quiz Slut?",2017
I Just Want to Fall in Love With Someone Who Looks At Me Like They’re a Millionaire,2017
High School Friend Not Fucking Around About Getting Drinks,2017
Sexy Bardot Tops You Didn’t Expect To Be Crying In By The End of the Night,2017
Wow! This Bride’s All-Male Bridal Party Makes Her Seem Like A Total Bitch,2017
"How To Ask Questions About Butt Stuff While Swearing You’ve Never Done It, Never Will",2017
Gender Bending? Gigi Hadid Put On Zayn’s Sweater Cause She Was Sooo Cold!,2017
"Why Couldn’t They Just Cast The Hot Cartoon From The Original Aladdin, HUH?!",2017
This Coy Woman Is Playfully Touching The Bottom Of Her Boyfriend’s Shorts In Public As If We Don’t Know She’s A Big Ol’ Sex Maniac,2017
"Mom Wants To Know How You Are, Dad Wants To Know How The Drive Went",2017
QUIZ: Which Badass Female Character Are You Not At All Similar To?,2017
How to Take Him Up on His ‘Free Hugs’ Shirt Without Seeming Like a Creep,2017
I Went On Ten Tinder Dates In A Week To See What Would Happen And Not Because I’m Trying To Fill An Emotional Void,2017
Aww! This Child Has The Uncanny Ability To Make Comments That Exacerbate Your Specific Insecurities,2017
New Dr. Who Inspires Grown Men Everywhere to Regenerate As Internet Trolls,2017
Scientific Ways to Deduce How Tall He Is From a Single Bumble Photo,2017
Bed Mostly Crumbs At This Point,2017
Wow! This Woman Painted Her Toenails And It Stayed On Through The Duration Of Her Twenties,2017
"7 Baby Names That Will Have People Saying, ‘Hmm…K!’",2017
Jenny Posting About Show Everyone Else Watched Four Months Ago,2017
4 Stackable Rings Because We Guess One Just Isn’t Enough For Your Greedy Little Fingers,2017
What to Do When You’re Crying Again Because Women Are So Pretty,2017
Is He Into You? Here Are Five Unreliable Signs,2017
Does Your Private Facebook Group Pass The Bechdel Test?,2017
Man Mistakenly Catcalls Particularly Voluptuous Pool Float,2017
Makeup Looks So Dewy Everyone Will Ask If You Have A Fever,2017
Woman Spends Another Night Constantly Reminding Friends ‘My Purse Is Right Here!’,2017
"6 Medium-Length Hairstyles to Steal From Celebrities, Leaving Them Helpless and Bald",2017
Great Questions To Ask At A Job Interview In Case You Ever Get One,2017
Is He A Neoliberal Sellout Or Just Cheating On You?,2017
"How to Fall in Love Without Screaming, ‘Oh Fuck Fuck Shit Fuck!’",2017
"Nourish Dry Hair by Feeding It the Raw, Bloody Meat It Craves",2017
4 Bold Summer Fashions That Are So Extra But Don’t Come In XL,2017
Sex Tips Guaranteed to Wow Only James Michael Branahan Who Lives on 4869 Meadowlark Ave.,2017
Woman Takes Bumpit Out of Hair After Accidentally Leaving it in for a Decade,2017
5 Ways To Remember To Take Your Birth Control That Aren’t Pregnancy Scares,2017
How to Serve Face When Yours Looks Like a Sweet Baby Spaghetti Squash,2017
Incredible! This Woman Found the Hidden Sea Cave Where People Go to Get Relationships,2017
One-Shoulder Tops That Accentuate Your Pretty Arm and Shame The Ugly One,2017
Why Lena Dunham Actually Gave Away Lamby Please Click This,2017
Finally! A Scientific Method To Determine Exactly How Much Less Attractive You Are Than Your Ex’s New Girlfriend,2017
How to Tell Your Boyfriend of 5 Years That You Don’t Know His Name,2017
6 Summer Cocktails Your Boyfriend Will Say The Same Old Condescending Shit About,2017
How To Embrace Your Unique Beauty After Realizing Your Guy Exclusively Dates Women Who Look Like You,2017
New Dating App Allows Your Mom to Set You Up with Young Men Who Seem Nice,2017
5 Celebs We Photoshopped Without Front Teeth Who Look Different But Amazing,2017
"It Takes Me a While to Open Up, But It’s Worth It So You Can Steal the Pearl I Grew",2017
"Inspiring! This Woman Never Misses A Day Of Work, Even When She’s Sick And Fucking Contagious",2017
I Said ‘Yes’ To Everything For A Week And This Guy Ate My Feet,2017
Summer Caftans For Hiding The Fact That You’re Pregnant In The Front And The Back,2017
How to Get Beachy Waves Without Having to Fuck the Ocean,2017
It’s Summer! Has Your Flower Crown Started Budding From Your Scalp Yet?,2017
Misogynist Ambulance Loudly Interrupts Your Awesome Story,2017
"QUIZ: Should You Pretend You Know the Lyrics to the Song, Or Leave the Country?",2017
Man Spends More Time Staging Dick Pic Than Considering If Woman Wants to See It,2017
Adulting! This 22-Year-Old Woman Is Going To Prison For Fraud,2017
Woman Becomes Only Black Friend To 100th White Person,2017
I Wanted a More Natural Look. Here’s Why I Became Bean Sprouts,2017
How to Introduce Sex Toys Without Turning It Into a Funeral For His Dick,2017
The 4 Best Cat Cafés For You to Experience Even More Rejection By Cats,2017
Bold Lipsticks To Save For A Hypothetical Special Occasion That Will Never Happen,2017
10 Cute But Copyright-Infringing Pancake Shapes We Can’t Legally Show You Photos Of,2017
Man in Male-Dominated Field Says Being a Woman is Actually an Advantage,2017
I Don’t Wear Sunscreen So I Can Get Perfectly Millennial Pink Skin,2017
High-Waisted Shorts Your Ass Will Pour Out of Like Sand,2017
Women Are Always So Jealous of Me Because I Poop Really Fast,2017
6 Summer Fragrances Because You Definitely Own More Than One Perfume,2017
Cave Painting Shows Woman Moving Pile of Clothes From Bed Rock to Floor Rock,2017
Brave: Denise Just Announced To Her Entire Office That  She Didn’t Get a Great Sleep Last Night,2017
3 Empowering Texts That You Won’t Send When He Ghosts You Because Maybe He’s Just Really Busy,2017
Fashion Fail! These Actresses Each Wore A Dress My Mom Called ‘An Interesting Choice’,2017
"I Clapped Back at My Body Shamers So Hard, I Finally Reached My Goal Weight",2017
Is Unicorn Makeup About Self-Expression Or Is It Catering to the Horse Gaze?,2017
7 Trends to Shove Your Body into This Summer,2017
Your City’s Best-Kept Secret Spots That Will Be Packed with People Who Read the Same Article,2017
Aww: This Little Girl Wants To Be Interrupted On The Senate Floor When She Grows Up,2017
How to Mentor the Less Experienced Man You’ll Eventually Work For,2017
These Highlighter Looks Will Finally Make You Worthy of Love,2017
"Brave: This Man Thought Of A Dirty Joke, But Said It Wasn’t Appropriate To Make It",2017
How to Laugh at His Jokes So Believably You Push Your Tampon Out A Little,2017
Cute Date Dresses You Could Wear if Anyone Went on Dates Anymore,2017
"This Think Piece Nails What It’s Like to Think About Something for 5 Minutes and Then Write 1,000 Words",2017
